"Annual_Mean_Temperature","Annual_Precipitation","BulkDensity","CoarseFragments","Elevation","EVI_mean","Isothermality","landcover_class","landscape_diversity_shdi","Max_Temperature_Warmest_Month","Mean_Diurnal_Range","Mean_Temperature_Coldest_Quarter","Mean_Temperature_Driest_Quarter","Mean_Temperature_Warmest_Quarter","Mean_Temperature_Wettest_Quarter","Min_Temperature_Coldest_Month","NDVI_mean","Nitrogen","Precipitation_Coldest_Quarter","Precipitation_Driest_Month","Precipitation_Driest_Quarter","Precipitation_Seasonality","Precipitation_Warmest_Quarter","Precipitation_Wettest_Month","Precipitation_Wettest_Quarter","SandContent","SiltContent","Slope","SoilOrganicCarbon","SoilpH","Temperature_Annual_Range","Temperature_Seasonality","Longitude","Latitude","Presence"
10.1166667938232,11.1666669845581,1.29999995231628,12,991.001403808594,0.306024998426437,0.149999901652336,"50",0.693147180559945,88,19.6166667938232,106,106,139,219,33,0.300575524568558,4.19999980926514,0.983333349227905,794.667846679688,32.5,27.6000003814697,17.033332824707,34.3589744567871,-4.90000009536743,31,43,4.99976968765259,43.7000007629395,6.80000019073486,35.4141311645508,579,42.995454,41.635977,1
11.9666662216187,10.4499998092651,1.29999995231628,12,697.999633789062,0.357025384902954,2.13333320617676,"30",0,91,21.7999992370605,82,82,197,244,23,0.361024767160416,3.79999995231628,2.13333320617676,803.394287109375,31.8999996185303,29.1000003814697,15.6999998092651,32.7586212158203,-2.79999995231628,24,44,5.00015687942505,36.5999984741211,6.69999980926514,42.940242767334,604,45.00725123,41.75412022,1
10.8000001907349,9.73333358764648,1.39999997615814,7,685,0.416886329650879,0.649999976158142,"30",0.450561208866305,84,20.716667175293,189,145,145,215,44,0.402828931808472,3.20000004768372,20.716667175293,816.06591796875,32.7000007629395,28.2999992370605,13.6999998092651,29.7655448913574,-4.40000009536743,32,38,0.999808549880981,35.7999992370605,6.80000019073486,18.8715019226074,722,43.62813,41.99184,1
10.7375001907349,9.69166660308838,1.29999995231628,9,687.999755859375,0.393044114112854,0.566666662693024,"30",0,83,20.6333332061768,188,145,145,213,44,0.378043860197067,3.09999990463257,20.6333332061768,815.481262207031,32.6000022888184,28.2000007629395,13.6500005722046,29.7290382385254,-4.40000009536743,30,38,0,36,6.80000019073486,18.7621803283691,719,43.62643668,41.9915249,1
5.29166650772095,11.3833332061768,1.29999995231628,7,1722.99975585938,0.284467607736588,-5.08333349227905,"40",1.05492016798614,94,14.9833335876465,86,86,151,246,26,0.281338006258011,3.79999995231628,-5.08333349227905,827.267761230469,33.7999992370605,23.1000003814697,12.6166667938232,33.6785011291504,-10.6999998092651,30,41,0,46.5,6.69999980926514,46.2144012451172,591,43.49008354,41.38990916,1
8.42083358764648,10.2749996185303,1.10000002384186,14,1312.0009765625,0.472334891557693,-0.150000020861626,"10",0,122,17.0499992370605,103,103,260,316,31,0.483874261379242,5.19999980926514,-0.150000020861626,712.85107421875,29.7999992370605,23.8999996185303,11.3333330154419,34.479866027832,-5.90000009536743,27,41,12.9993495941162,62.0999984741211,6.19999980926514,44.6790046691895,779,44.59079706,41.73635864,1
8.39166641235352,10.2333335876465,1.10000002384186,14,1332,0.480270743370056,-0.150000020861626,"10",0,123,17.0166664123535,104,104,260,316,31,0.49192687869072,5.19999980926514,-0.150000020861626,712.354736328125,29.6999988555908,23.7999992370605,11.2666664123535,34.4556694030762,-5.90000009536743,26,41,4.00045442581177,60.5999984741211,6.09999990463257,44.7045555114746,780,44.59330479,41.73953247,1
9.8125,11.0083332061768,1.29999995231628,12,1058.9951171875,0.348148375749588,-0.133333280682564,"30",0.673011667009257,88,19.2666664123535,100,100,137,218,32,0.344605475664139,4.19999980926514,-0.133333280682564,792.998107910156,32.2999992370605,27.2000007629395,16.75,34.0815277099609,-5.09999990463257,31,43,14.9998111724854,43.7000007629395,6.80000019073486,37.4208869934082,566,42.9945901,41.63094146,1
10.1166667938232,11.1666669845581,1.29999995231628,12,991.001403808594,0.306024998426437,0.149999901652336,"50",0.673011667009257,88,19.6166667938232,106,106,139,219,33,0.300575524568558,4.19999980926514,0.983333349227905,794.667846679688,32.5,27.6000003814697,17.033332824707,34.3589744567871,-4.90000009536743,31,43,4.99976968765259,43.7000007629395,6.80000019073486,35.4141311645508,579,42.99330298,41.63544656,1
10.3125,11.3583335876465,1.29999995231628,10,945.999816894531,0.33305412530899,0.316666632890701,"40",0.636514168294813,86,19.9166660308838,108,108,140,215,34,0.324886471033096,3.59999990463257,1.14999985694885,799.49169921875,32.9000015258789,28,17.25,34.523811340332,-4.90000009536743,27,43,1.00073266029358,43.2999992370605,6.90000009536743,33.2120666503906,582,43.02777674,41.64177643,1
8.64999961853027,10.4333333969116,1.10000002384186,15,1357.00024414062,0.450783878564835,-0.0666666403412819,"10",0,120,17.5,97,97,251,307,29,0.464061975479126,5.19999980926514,-0.0666666403412819,726.329528808594,30.5,24.5,11.6333332061768,34.207649230957,-6,28,43,16.9998760223389,59.5999984741211,6.09999990463257,46.1878395080566,748,44.69439179,41.66705637,1
8.20833301544189,10.2666664123535,1.10000002384186,15,1405.99584960938,0.4914870262146,-0.333333343267441,"10",0,124,16.8500003814697,97,97,257,317,29,0.498094379901886,5.09999990463257,-0.333333343267441,712.428100585938,29.9000015258789,23.7000007629395,11.1166667938232,34.3366775512695,-6.19999980926514,23,42,9,79,6.19999980926514,46.958381652832,766,44.57823738,41.65609214,1
9.32083320617676,10.7583332061768,1.20000004768372,13,1109.99816894531,0.485435843467712,0.283333390951157,"10",0,110,18.2999992370605,86,86,224,286,24,0.491111904382706,4.59999990463257,0.283333390951157,746.121643066406,31.2000007629395,25.6000003814697,12.5,34.4818382263184,-5.59999990463257,27,41,6.99960899353027,56.0999984741211,6.19999980926514,46.213680267334,689,44.4946416,41.5529626,1
10.3791666030884,9.94166660308838,1.20000004768372,13,843.00048828125,0.459558963775635,0.650000095367432,"10",0.500402423538188,108,19.8666667938232,89,89,232,283,26,0.466059476137161,4.40000009536743,0.650000095367432,785.578674316406,31.1000003814697,26.5,14.0833330154419,31.9667739868164,-4.59999990463257,26,44,1.99980127811432,54.7999992370605,6.30000019073486,44.9093437194824,695,45.13806771,41.82740784,1
6.96666669845581,9.61666679382324,1.10000002384186,14,1611.00012207031,0.450947761535645,-1.86666667461395,"30",0.636514168294813,128,15.6499996185303,107,107,304,345,34,0.452815353870392,7.30000019073486,-1.86666667461395,721.448486328125,29.7999992370605,22,13.5,32.270694732666,-7.80000019073486,25,41,7.99916172027588,70.5999984741211,6.09999990463257,46.2186622619629,834,45.2802419,41.8661272,1
8.89583301544189,9.70833301544189,1.20000004768372,13,1182.998046875,0.478058934211731,-0.51666659116745,"10",0,118,18.0833339691162,88,88,273,318,27,0.477467834949493,5.40000009536743,-0.51666659116745,761.3369140625,30.7999992370605,24.6000003814697,15.9166669845581,31.5205631256104,-6.19999980926514,26,43,6.9998779296875,57,6.19999980926514,50.8025970458984,746,45.34362551,41.86546263,1
10.3791666030884,9.94166660308838,1.20000004768372,13,843.00048828125,0.459558963775635,0.650000095367432,"10",0.450561208866305,108,19.8666667938232,89,89,232,283,26,0.466059476137161,4.40000009536743,0.650000095367432,785.578674316406,31.1000003814697,26.5,14.0833330154419,31.9667739868164,-4.59999990463257,26,44,1.99980127811432,54.7999992370605,6.30000019073486,44.9093437194824,695,45.13796468,41.82654296,1
